label,product_id,family_name,model_name,phase_1_label,phase_1_name,phase_1_index,phase_2_label,phase_2_name,phase_2_index,phase_3_label,phase_3_name,phase_3_index,phase_4_label,phase_4_name,phase_4_index,phase_5_label,phase_5_name,phase_5_index,phase_6_label,phase_6_name,phase_6_index,phase_7_label,phase_7_name,phase_7_index,phase_8_label,phase_8_name,phase_8_index,phase_9_label,phase_9_name,phase_9_index,phase_10_label,phase_10_name,phase_10_index
1,CBEOA,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBEOF,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREA,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREB,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREC,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREE,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREF,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREG,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREM,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBREO,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRER,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRES,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRMO,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRA,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRB,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRC,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRE,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRF,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRG,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRM,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRO,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRRS,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSA,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSB,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSC,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSE,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSF,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSG,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSO,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSR,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CBRSS,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSES,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSMB,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSMC,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSMO,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSSA,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSSE,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSSF,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSSG,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
2,CCSSM,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
1,CCSSR,Vp3AaLm,jQU90011WUh,1.0,UU9,0.0,1.0,UU9,1.0,1.0,UU1,2.0,1.0,Up3,3.0,1.0,UU3,4.0,1.0,UU3,5.0,1.0,UU3,6.0,1.0,UU3,7.0,1.0,UU3,8.0,1.0,UU3,9.0
