label,product_id,family_name,model_name,phase_1_label,phase_1_name,phase_2_label,phase_2_name,phase_3_label,phase_3_name,phase_4_label,phase_4_name,phase_5_label,phase_5_name,phase_6_label,phase_6_name,phase_7_label,phase_7_name,phase_8_label,phase_8_name,phase_9_label,phase_9_name,phase_10_label,phase_10_name
0,CBEOA,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBEOF,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREA,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREB,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREC,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREE,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREF,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREG,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREM,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBREO,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRER,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRES,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRMO,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRA,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRB,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRC,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRE,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRF,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRG,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRM,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRO,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRRS,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSA,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSB,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSC,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSE,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSF,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSG,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSO,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSR,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CBRSS,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSES,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSMB,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSMC,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSMO,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSSA,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSSE,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSSF,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSSG,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
1,CCSSM,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSSR,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CCSSS,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFA,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFB,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFC,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFE,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFF,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFG,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFM,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFO,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFR,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFAFS,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFEAA,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFEAB,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFEAC,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
0,CFEAE,Vp3AaLm,jQU90011WUh,0.0,UU9,0.0,UU9,0.0,UU1,0.0,Up3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3,0.0,UU3
