label,product_id
0.00000,0009bd7eca1d49be8853acd9c9985584
0.00000,000dce1483704360ba073e7f4a7a5403
0.00000,0014bbaf6e874dc9b152fdf5f4526a45
0.00000,0018adac21e44b228a3b1fae2640c847
0.00000,0020c103f6c145e4bf000ab4a91e6942
0.00000,00437b6950a04e6789390320eaa186a2
0.00000,00492577286b49f593f890306418adb9
0.00000,004bf0b3786f45cbb731ba21f30afc17
0.00000,0061c2c15248499e9d46c4dbde6efeb7
0.00000,00965eb7a7fc4d219646968d7bbba4e8
0.00000,009cebf2792b406d861828a03619700d
0.00000,009d86ce47f04193b01e1fbbf54e3e2c
0.00000,00daace8db744cdaa82006dfe87a0c29
0.00000,00e86cc38291470c863fcf8e7b190ba4
0.00000,0102828ceaa94d9faa84455618fc128f
0.00000,010392d6390c4582835fd00aa55949fa
0.00000,014e417ee5814d4eb8749973a759804b
0.00000,0154fff13e6e4d52bc9874d17928e7ad
0.00000,0164c1fdf3bb4b019b89d29fb70e1990
0.00000,01671a1b5d4d484ba77ec436a53bba22
0.00000,016d776b8e674de3a26d439b0f17dcec
0.00000,0170d81a8cb94d0b9a8ff44f11b666c0
0.00000,0177de650f1b49a3b2aa4481b7a0f60d
0.00000,0181a6ffc9684757a77dbea9d28c23f2
0.00000,01867d93638642fbbffb460393d0c479
0.00000,0191e642f04e4e67a0b7ec4b5e713771
0.00000,019b8ab81673480c8733c0f42a6e4125
0.00000,01a4aa553fbb46f99f4a6d12bed50b10
0.00000,01b974c0db93450d9554400cf7ea44dd
0.00000,01c1fc40a03d4591bdcc84fe155392fb
0.00000,01cdf37d535b47468f9fbe33ebfff31c
0.00000,01e4d99823344f61b99fcab03aa36b31
0.00000,01f032bebf4b4ecbbd4af4b080b5decf
0.00000,01feb2043712409ab934722fdbb3b61b
0.00000,01ff4c38cdb8499b8e1a3f3cd9122477
0.00000,020a936f8e6149f58271849191730014
0.00000,02239c66dbb84d4cac8f942d8e2f26fd
